"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"D000332","Samuel Dickson","D000332","403450","2582","Samuel Dickson (American politician)","Q2689119","kg:/m/026mttm","Samuel","Dickson","1807-03-29","M","12240","","","","","","","","","","","","","","","","",""
"D000546","George Dunn","D000546","403654","2771","George Grundy Dunn","Q1507386","kg:/m/02rkfzv","George","Dunn","1812-12-20","M","12506","Grundy","","","","","","","","","","","","","","","",""
"D000573","Charles Durkee","D000573","403676","2793","Charles Durkee","Q436298","kg:/m/04vw17","Charles","Durkee","1805-12-10","M","12539","","","","","","","","","","","","","","","","",""
"E000069","Francis Edwards","E000069","403762","2864","Francis S. Edwards","Q5482359","kg:/m/02rkpdl","Francis","Edwards","1817-05-28","M","12685","Smith","","","","","","","","","","","","","","","",""
"E000177","Jonas Emrie","E000177","403867","2962","Jonas R. Emrie","Q6272228","kg:/m/02rm1yr","Jonas","Emrie","1812-04-25","M","12811","Reece","","","","","","","","","","","","","","","",""
"E000251","Lemuel Evans","E000251","403933","3016","Lemuel D. Evans","Q1817145","kg:/m/02rvb0s","Lemuel","Evans","1810-01-08","M","12909","Dale","","","","","","","","","","","","","","","",""
"F000174","Benjamin Fitzpatrick","F000174","404129","3192","Benjamin Fitzpatrick","Q817483","kg:/m/03f3xz","Benjamin","Fitzpatrick","1802-06-30","M","","","","","","","","","","","","","","","","","",""
"F000181","Thomas Flagler","F000181","404136","3199","Thomas T. Flagler","Q7794323","kg:/m/02rkxc5","Thomas","Flagler","1811-10-12","M","13197","Thorn","","","","","","","","","","","","","","","",""
"F000311","Nathaniel Foster","F000311","404260","3313","Nathaniel Greene Foster","Q1966744","kg:/m/0271fc1","Nathaniel","Foster","1809-08-25","M","13365","Greene","","","","","","","","","","","","","","","",""
"F000410","Henry Fuller","F000410","404352","3397","Henry Mills Fuller","Q13219625","kg:/m/026dqsj","Henry","Fuller","1820-01-03","M","13489","Mills","","","","","","","","","","","","","","","",""
"F000412","Thomas Fuller","F000412","404354","3399","Thomas J. D. Fuller","Q1670935","kg:/m/02w_whs","Thomas","Fuller","1808-03-17","M","13491","James Duncan","","","","","","","","","","","","","","","",""
"G000027","Samuel Galloway","G000027","404403","3442","Samuel Galloway","Q7411452","kg:/m/02rm2zd","Samuel","Galloway","1811-03-20","M","13598","","","","","","","","","","","","","","","","",""
"G000179","William Gilbert","G000179","404545","3579","William A. Gilbert","Q8003955","kg:/m/02rkxrk","William","Gilbert","1815-01-25","M","13791","Augustus","","","","","","","","","","","","","","","",""
"H000043","Augustus Hall","H000043","404928","3931","Augustus Hall","Q592487","kg:/m/02rl0v6","Augustus","Hall","1814-04-29","M","14340","","","","","","","","","","","","","","","","",""
"H000252","Sampson Harris","H000252","405130","4113","Sampson Willis Harris","Q1483568","kg:/m/0279fhk","Sampson","Harris","1809-02-23","M","14596","Willis","","","","","","","","","","","","","","","",""
"H000272","John Harrison","H000272","405148","4132","John Scott Harrison","Q1701703","kg:/m/01j625","John","Harrison","1804-10-04","M","14621","Scott","","","","","","","","","","","","","","","",""
"H000355","Solomon Haven","H000355","405224","4200","Solomon G. Haven","Q7558603","kg:/m/02rkwjq","Solomon","Haven","1810-11-27","M","14719","George","","","","","","","","","","","","","","","",""
"H000526","Philemon Herbert","H000526","405389","4351","Philemon T. Herbert","Q2085915","kg:/m/09lbgz","Philemon","Herbert","1825-11-01","M","14935","Thomas","","","","","","","","","","","","","","","",""
"H000673","George Hodges","H000673","405527","4479","George Tisdale Hodges","Q1508364","kg:/m/02rhgws","George","Hodges","1789-07-04","M","15117","Tisdale","","","","","","","","","","","","","","","",""
"H000686","Henry Hoffman","H000686","405539","4490","Henry William Hoffman","Q1726958","kg:/m/02rhhj1","Henry","Hoffman","1825-11-10","M","15133","William","","","","","","","","","","","","","","","",""
"H000730","David Holloway","H000730","405581","4527","David P. Holloway","Q1176021","kg:/m/02rkfjd","David","Holloway","1809-12-07","M","15185","Pierson","","","","","","","","","","","","","","","",""
"H000799","Thomas Horton","H000799","405648","4589","Thomas R. Horton","Q3953120","kg:/m/02rkxb4","Thomas","Horton","","M","15271","Raymond","","","","","","","","","","","","","","","",""
"H000931","Jonas Hughston","H000931","405776","4708","Jonas A. Hughston","Q6271984","kg:/m/02rkt0b","Jonas","Hughston","","M","15433","Abbott","","","","","","","","","","","","","","","",""
"I000049","Alfred Iverson","I000049","405904","4833","Alfred Iverson Sr.","Q4722918","kg:/m/0d8vzj","Alfred","Iverson","1798-12-03","M","15678","","","","Sr.","","","","","","","","","","","","",""
"J000172","Robert Johnson","J000172","406069","4990","Robert Ward Johnson","Q2159151","kg:/m/01smv6","Robert","Johnson","1814-07-22","M","15912","Ward","","","","","","","","","","","","","","","",""
"K000119","Luther Kennett","K000119","406285","5188","Luther Martin Kennett","Q186245","kg:/m/02rz7gq","Luther","Kennett","1807-03-15","M","16226","Martin","","","","","","","","","","","","","","","",""
"K000165","Zedekiah Kidwell","K000165","406329","5230","Zedekiah Kidwell","Q184276","kg:/m/02phvdn","Zedekiah","Kidwell","1814-01-04","M","16283","","","","","","","","","","","","","","","","",""
"K000213","Rufus King","K000213","406373","5271","Rufus H. King","Q2114875","kg:/m/02rkw6c","Rufus","King","1820-01-20","M","16343","H.","","","","","","","","","","","","","","","",""
"K000285","Jonathan Knight","K000285","406442","5337","Jonathan Knight (railroader)","Q6273592","kg:/m/026dqj8","Jonathan","Knight","1787-11-22","M","16437","","","","","","","","","","","","","","","","",""
"K000294","Ebenezer Knowlton","K000294","406450","5345","Ebenezer Knowlton","Q1278659","kg:/m/02ry1ht","Ebenezer","Knowlton","1815-12-06","M","16449","","","","","","","","","","","","","","","","",""
"K000295","James Knox","K000295","406451","5346","James Knox (Illinois politician)","Q4588759","kg:/m/02rkb43","James","Knox","1807-07-04","M","16450","","","","","","","","","","","","","","","","",""
"L000026","William Lake","L000026","406536","5412","William A. Lake","Q2577708","kg:/m/02x3_sd","William","Lake","1808-01-06","M","16608","Augustus","","","","","","","","","","","","","","","",""
"L000322","James Lindley","L000322","406815","5674","James Johnson Lindley","Q1680636","kg:/m/02rz6x4","James","Lindley","1822-01-01","M","16992","Johnson","","","","","","","","","","","","","","","",""
"L000511","John Lumpkin","L000511","406997","5836","John Henry Lumpkin","Q1700430","kg:/m/026pb4v","John","Lumpkin","1812-06-13","M","17229","Henry","","","","","","","","","","","","","","","",""
"M000008","Daniel Mace","M000008","407038","5876","Daniel Mace (politician)","Q1161618","kg:/m/02rkynt","Daniel","Mace","1811-09-05","M","17338","","","","","","","","","","","","","","","","",""
"M000149","Alexander Marshall","M000149","407172","5995","Alexander Keith Marshall","Q2642424","kg:/m/02qgdqb","Alexander","Marshall","1808-02-11","M","17509","Keith","","","","","","","","","","","","","","","",""
"M000266","Augustus Maxwell","M000266","407284","6094","Augustus Maxwell","Q770512","kg:/m/05kxpn","Augustus","Maxwell","1820-09-21","M","17651","Emmett","","","","","","","","","","","","","","","",""
"M000319","Andrew McCarty","M000319","407330","6138","Andrew Z. McCarty","Q4759005","kg:/m/02rkm7z","Andrew","McCarty","1808-07-14","M","17721","Zimmerman","","","","","","","","","","","","","","","",""
"M000578","Fayette McMullen","M000578","407569","6362","Fayette McMullen","Q1399060","kg:/m/0gz8wy","Fayette","McMullen","1805-05-18","M","18048","","","","","","","","","","","","","","","","",""
"M000613","James Meacham","M000613","407602","6392","James Meacham","Q1334282","kg:/m/026mn1p","James","Meacham","1810-08-16","M","18092","","","","","","","","","","","","","","","","",""
"M000741","John Miller","M000741","407719","6495","John Gaines Miller","Q1700159","kg:/m/02rz76t","John","Miller","1812-11-29","M","18257","Gaines","","","","","","","","","","","","","","","",""
"M000744","Killian Miller","M000744","407723","6498","Killian Miller","Q2377355","kg:/m/02rktd0","Killian","Miller","1785-07-30","M","18260","","","","","","","","","","","","","","","","",""
"M000754","Smith Miller","M000754","407732","6508","Smith Miller","Q2295369","kg:/m/02rl1p1","Smith","Miller","1804-05-30","M","18271","","","","","","","","","","","","","","","","",""
"M000911","Oscar Moore","M000911","407883","6645","Oscar F. Moore","Q7105961","kg:/m/02rm2q4","Oscar","Moore","1817-01-27","M","18476","Fitzallen","","","","","","","","","","","","","","","",""
"O000070","Andrew Oliver","O000070","408343","7057","Andrew Oliver (New York politician)","Q4758159","kg:/m/02rkm6y","Andrew","Oliver","1815-01-16","M","19154","","","","","","","","","","","","","","","","",""
"O000075","Mordecai Oliver","O000075","408348","7062","Mordecai Oliver","Q1947389","kg:/m/02rtnmg","Mordecai","Oliver","1819-10-22","M","19159","","","","","","","","","","","","","","","","",""
"P000006","Asa Packer","P000006","408417","7145","Asa Packer","Q4803147","kg:/m/058kby","Asa","Packer","1805-12-29","M","19288","","","","","","","","","","","","","","","","",""
"P000030","Robert Paine","P000030","408441","7168","Robert Treat Paine (North Carolina politician)","Q2159017","kg:/m/06m3yl","Robert","Paine","1812-02-18","M","19316","Treat","","","","","","","","","","","","","","","",""
"P000162","John Pearce","P000162","408567","7283","John Jamison Pearce","Q6241622","kg:/m/026drnq","John","Pearce","1826-02-28","M","19477","Jamison","","","","","","","","","","","","","","","",""
"P000176","George Peck","P000176","408580","7294","George Washington Peck","Q1508553","kg:/m/08zg6l","George","Peck","1818-06-04","M","19495","Washington","","","","","","","","","","","","","","","",""
"P000198","Guy Pelton","P000198","408601","7314","Guy R. Pelton","Q404649","kg:/m/02rkq38","Guy","Pelton","1824-08-03","M","19520","Ray","","","","","","","","","","","","","","","",""
"P000213","Alexander Pennington","P000213","408616","7329","Alexander C. M. Pennington","Q1750799","kg:/m/02z1r5y","Alexander","Pennington","1810-07-02","M","19538","Cumming McWhorter","","","","","","","","","","","","","","","",""
"P000440","Gilchrist Porter","P000440","408831","7534","Gilchrist Porter","Q1326022","kg:/m/02rtnls","Gilchrist","Porter","1817-11-01","M","19826","","","","","","","","","","","","","","","","",""
"P000543","Benjamin Pringle","P000543","408927","7629","Benjamin Pringle","Q4889141","kg:/m/02718zg","Benjamin","Pringle","1807-11-09","M","19951","","","","","","","","","","","","","","","","",""
"P000560","George Pugh","P000560","408943","7643","George E. Pugh","Q1471201","kg:/m/0351t_","George","Pugh","1822-11-28","M","","Ellis","","","","","","","","","","","","","","","",""
"P000578","Richard Puryear","P000578","408961","7659","Richard Clauselle Puryear","Q2149238","kg:/m/050y2c","Richard","Puryear","1801-02-09","M","19998","Clauselle","","","","","","","","","","","","","","","",""
"R000095","Edwin Reade","R000095","409075","7766","Edwin Godwin Reade","Q1294598","kg:/m/050yqk","Edwin","Reade","1812-11-13","M","20200","Godwin","","","","","","","","","","","","","","","",""
"R000283","Thomas Rivers","R000283","409256","7927","Thomas Rivers","Q1236176","kg:/m/0dc7sc","Thomas","Rivers","1819-09-18","M","20435","","","","","","","","","","","","","","","","",""
"R000356","David Robison","R000356","409327","7994","David Fullerton Robison","Q5233898","kg:/m/026dqdh","David","Robison","1816-05-28","M","20522","Fullerton","","","","","","","","","","","","","","","",""
"S000002","Alvah Sabin","S000002","409523","8164","Alvah Sabin","Q448196","kg:/m/026lz5d","Alvah","Sabin","1793-10-23","M","21134","","","","","","","","","","","","","","","","",""
"S000013","Russell Sage","S000013","409533","8174","Russell Sage","Q3453498","kg:/m/064hyz","Russell","Sage","1816-08-04","M","21147","","","","","","","","","","","","","","","","",""
"S000061","William Sapp","S000061","409574","8216","William R. Sapp","Q8017277","kg:/m/02rm3s5","William","Sapp","1804-03-04","M","21208","Robinson","","","","","","","","","","","","","","","",""
"S000173","Harvey Scott","S000173","409679","8300","Harvey D. Scott","Q1389682","kg:/m/02rkg61","Harvey","Scott","1818-10-18","M","21354","David","","","","","","","","","","","","","","","",""
"S000261","William Seward","S000261","409762","8378","William H. Seward","Q297308","kg:/m/0k_2z","William","Seward","1801-05-16","M","","Henry","","","","","","","","","","","","","","","",""
"S000416","George Simmons","S000416","409910","8515","George A. Simmons","Q1506809","kg:/m/02rkpkr","George","Simmons","1791-09-08","M","21655","Abel","","","","","","","","","","","","","","","",""
"S000487","John Slidell","S000487","409975","8575","John Slidell","Q3182472","kg:/m/01_nrx","John","Slidell","","M","21747","","","","","","","","","","","","","","","","",""
"S000637","William Smith","S000637","410111","8706","William Russell Smith","Q629554","kg:/m/0g42th","William","Smith","1815-03-27","M","21922","Russell","","","","","","","","","","","","","","","",""
"S000651","William Sneed","S000651","410125","8720","William Henry Sneed","Q1773281","kg:/m/0dc6jn","William","Sneed","1812-08-27","M","21936","Henry","","","","","","","","","","","","","","","",""
"S000990","James Stranahan","S000990","410448","9011","James S. T. Stranahan","Q211910","kg:/m/027wqd5","James","Stranahan","1808-04-25","M","22365","Samuel Thomas","","","","","","","","","","","","","","","",""
"S001130","Samuel Swope","S001130","410581","9137","Samuel F. Swope","Q1609405","kg:/m/02qw5n0","Samuel","Swope","1809-03-01","M","22531","Franklin","","","","","","","","","","","","","","","",""
"T000235","James Thorington","T000235","410814","9354","James Thorington","Q1681188","kg:/m/02rk7qf","James","Thorington","1816-05-07","M","22918","","","","","","","","","","","","","","","","",""
"T000255","Benjamin Thurston","T000255","410830","9370","Benjamin Babock Thurston","Q817388","kg:/m/02rgwym","Benjamin","Thurston","1804-06-29","M","22944","Babock","","","","","","","","","","","","","","","",""
"T000351","Mark Trafton","T000351","410921","9454","Mark Trafton","Q1900477","kg:/m/02rjx5k","Mark","Trafton","1810-08-01","M","23066","","","","","","","","","","","","","","","","",""
"T000454","Job Tyson","T000454","411022","9546","Job Roberts Tyson","Q6206686","kg:/m/026dr79","Job","Tyson","1803-02-08","M","23191","Roberts","","","","","","","","","","","","","","","",""
"V000001","George Vail","V000001","411060","9582","George Vail","Q1508394","kg:/m/0285xdj","George","Vail","1809-07-21","M","20880","","","","","","","","","","","","","","","","",""
"V000007","William Valk","V000007","411066","9587","William Valk","Q129719","kg:/m/0d80z4","William","Valk","1806-10-12","M","20887","Weightman","","","","","","","","","","","","","","","",""
"W000027","Abram Wakeman","W000027","411206","9719","Abram Wakeman","Q1383679","kg:/m/02rklwy","Abram","Wakeman","1824-05-31","M","23250","","","","","","","","","","","","","","","","",""
"W000064","Percy Walker","W000064","411243","9752","Percy Walker","Q2070321","kg:/m/0dtqnz","Percy","Walker","","M","23292","","","","","","","","","","","","","","","","",""
"W000152","Hiram Warner","W000152","411326","9831","Hiram B. Warner","Q1620137","kg:/m/03zvst","Hiram","Warner","1802-10-29","M","23390","","","","","","","","","","","","","","","","",""
"W000199","Cooper Watson","W000199","411370","9871","Cooper K. Watson","Q5167783","kg:/m/02rl_93","Cooper","Watson","1810-06-18","M","23451","Kinderdine","","","","","","","","","","","","","","","",""
"W000266","William Welch","W000266","411434","9929","William W. Welch","Q1799219","kg:/m/02rk053","William","Welch","1818-12-10","M","23536","Wickham","","","","","","","","","","","","","","","",""
"W000281","Daniel Wells","W000281","411446","9941","Daniel Wells Jr.","Q938432","kg:/m/02vrqv4","Daniel","Wells","1808-07-16","M","23556","","","","Jr.","","","","","","","","","","","","",""
"W000285","John Wells","W000285","411450","9945","John S. Wells","Q1339780","kg:/m/0d4y3f","John","Wells","1803-10-18","M","","Sullivan","","","","","","","","","","","","","","","",""
"W000337","John Wheeler","W000337","411499","9991","John Wheeler (New York politician)","Q981158","kg:/m/03cnsnk","John","Wheeler","1823-02-11","M","23617","","","","","","","","","","","","","","","","",""
"W000414","John Whitfield","W000414","411573","","John Wilkins Whitfield","Q1702157","kg:/m/0g2jgz","John","Whitfield","1818-03-11","M","23705","Wilkins","","","","","","","","","","","","","","","",""
"W000425","Thomas Whitney","W000425","411584","10073","Thomas R. Whitney","Q759131","kg:/m/02rb8n3","Thomas","Whitney","1807-05-02","M","23717","Richard","","","","","","","","","","","","","","","",""
"W000514","John Williams","W000514","411673","10161","John Williams (Rochester, New York)","Q13219191","kg:/m/0345gw","John","Williams","1807-01-07","M","23826","","","","","","","","","","","","","","","","",""
"W000734","James Woodworth","W000734","411885","10364","James Hutchinson Woodworth","Q3246869","kg:/m/03spql","James","Woodworth","1804-12-04","M","24092","Hutchinson","","","","","","","","","","","","","","","",""
"W000757","Daniel Wright","W000757","411906","10385","Daniel B. Wright","Q1159998","kg:/m/02rtm_w","Daniel","Wright","1812-02-17","M","24120","Boone","","","","","","","","","","","","","","","",""
"Y000061","David Yulee","Y000061","411993","10462","David Levy Yulee","Q2045896","kg:/m/03swqq","David","Yulee","1810-06-12","M","21104","Levy","","","","[""L000266""]","","[{""end"": ""1846-01-12"", ""middle"": null, ""last"": ""Levy""}]","","","","","","","","","",""
"B000459","William Bigler","B000459","401444","709","William Bigler","Q880876","kg:/m/0293z9","William","Bigler","1814-01-01","M","","","","","","","","","","","","","","","","","",""
"C000656","Joseph Comegys","C000656","402783","1961","Joseph P. Comegys","Q1707763","kg:/m/097jf7","Joseph","Comegys","1813-12-29","M","","Parsons","","","","","","","","","","","","","","","",""
"B001005","James Buchanan","B001005","401954","1186","James Buchanan","Q12325","kg:/m/042fk","James","Buchanan","1791-04-23","M","10073","","","","","","","","","","","","","","","","",""
"A000008","Nehemiah Abbott","A000008","400671","8","Nehemiah Abbott","Q1974497","kg:/m/02lj0q","Nehemiah","Abbott","1804-03-29","M","8257","","","","","","","","","","","","","","","","",""
"A000060","John Ahl","A000060","400720","50","John Alexander Ahl","Q6218549","kg:/m/0h2tl_","John","Ahl","1813-08-16","M","8338","Alexander","","","","","","","","","","","","","","","",""
"A000248","Samuel Andrews","A000248","400883","198","Samuel G. Andrews","Q7411439","kg:/m/027v12v","Samuel","Andrews","1796-10-16","M","8608","George","","","","","","","","","","","","","","","",""
"A000294","Samuel Arnold","A000294","400936","246","Samuel Arnold (Connecticut politician)","Q2217932","kg:/m/02rvbcs","Samuel","Arnold","1806-06-01","M","8669","","","","","","","","","","","","","","","","",""
"B000238","Martin Bates","B000238","401233","517","Martin W. Bates","Q1699276","kg:/m/097jcg","Martin","Bates","1786-02-24","M","","Waltham","","","","","","","","","","","","","","","",""
"B000376","Henry Bennett","B000376","401368","638","Henry Bennett (American politician)","Q5718044","kg:/m/02qqkwc","Henry","Bennett","1808-09-29","M","9264","","","","","","","","","","","","","","","","",""
"B000464","Charles Billinghurst","B000464","401447","711","Charles Billinghurst","Q280022","kg:/m/02vrpzl","Charles","Billinghurst","1818-07-27","M","9376","","","","","","","","","","","","","","","","",""
"B000491","William Bishop","B000491","401471","735","William D. Bishop","Q2578379","kg:/m/02rj_b8","William","Bishop","1827-09-14","M","9411","Darius","","","","","","","","","","","","","","","",""
"B000560","Philemon Bliss","B000560","401534","797","Philemon Bliss","Q7183012","kg:/m/07cgz5","Philemon","Bliss","1813-07-28","M","9499","","","","","","","","","","","","","","","","",""
"B000696","Thomas Bowie","B000696","401658","910","Thomas Fielder Bowie","Q2386079","kg:/m/0dzg62","Thomas","Bowie","1808-04-07","M","9685","Fielder","","","","","","","","","","","","","","","",""
"B000805","Samuel Brenton","B000805","401762","1010","Samuel Brenton","Q1253479","kg:/m/0g7lm2","Samuel","Brenton","1810-11-22","M","9820","","","","","","","","","","","","","","","","",""
"B000835","Jesse Bright","B000835","401792","1038","Jesse D. Bright","Q456037","kg:/m/061r_w","Jesse","Bright","1812-12-18","M","","David","","","","","","","","","","","","","","","",""
"B000857","David Broderick","B000857","401814","1057","David C. Broderick","Q359265","kg:/m/03gc2g","David","Broderick","1820-02-04","M","","Colbreth","","","","","","","","","","","","","","","",""
"B000885","Preston Brooks","B000885","401842","1082","Preston Brooks","Q1590822","kg:/m/038mq2","Preston","Brooks","1819-08-05","M","9923","Smith","","","","","","","","","","","","","","","",""
"B000985","Guy Bryan","B000985","401937","1170","Guy M. Bryan","Q1557539","kg:/m/02rv9_r","Guy","Bryan","1821-01-12","M","10049","Morrison","","","","","","","","","","","","","","","",""
"B001128","Joseph Burns","B001128","402072","1297","Joseph Burns (U.S. politician)","Q5590563","kg:/m/02rm20v","Joseph","Burns","1800-03-11","M","10227","","","","","","","","","","","","","","","","",""
"C000210","Samuel Caruthers","C000210","402356","1559","Samuel Caruthers","Q2218073","kg:/m/02rtnm3","Samuel","Caruthers","1820-10-13","M","10718","","","","","","","","","","","","","","","","",""
"C000231","John Caskie","C000231","402376","1580","John Caskie","Q1699568","kg:/m/0287x7v","John","Caskie","1821-11-08","M","10745","Samuels","","","","","","","","","","","","","","","",""
"C000270","Calvin Chaffee","C000270","402413","1615","Calvin C. Chaffee","Q1027643","kg:/m/02r6v4f","Calvin","Chaffee","1811-08-28","M","10796","Clifford","","","","","","","","","","","","","","","",""
"C000311","Henry Chapman","C000311","402453","1654","Henry Chapman (American politician)","Q5719308","kg:/m/026dm92","Henry","Chapman","1804-02-04","M","10844","","","","","","","","","","","","","","","","",""
"C000429","Ezra Clark","C000429","402567","1761","Ezra Clark Jr.","Q534881","kg:/m/02rhg2p","Ezra","Clark","1813-09-12","M","10989","","","","Jr.","","","","","","","","","","","","",""
"C000477","Isaiah Clawson","C000477","402615","1805","Isaiah D. Clawson","Q1673684","kg:/m/02z141_","Isaiah","Clawson","1822-03-30","M","11044","Dunn","","","","","","","","","","","","","","","",""
"C000483","James Clay","C000483","402621","1811","James Brown Clay","Q1680070","kg:/m/0gddz6","James","Clay","1817-11-09","M","11052","Brown","","","","","","","","","","","","","","","",""
"C000574","Joseph Cockerill","C000574","402703","1890","Joseph R. Cockerill","Q6286401","kg:/m/02rm26b","Joseph","Cockerill","1818-01-02","M","11167","Randolph","","","","","","","","","","","","","","","",""
"C000659","Linus Comins","C000659","402786","1964","Linus B. Comins","Q1528216","kg:/m/0dxj9y","Linus","Comins","1817-11-29","M","11279","Bacon","","","","","","","","","","","","","","","",""
"D000019","William Damrell","D000019","403160","2311","William S. Damrell","Q674939","kg:/m/0ks49d","William","Damrell","1809-11-29","M","11855","Shapleigh","","","","","","","","","","","","","","","",""
"D000113","Jefferson Davis","D000113","403249","2393","Jefferson Davis","Q162269","kg:/m/043q0","Jefferson","Davis","1808-06-03","M","11970","","","","","","","","","","","","","","","","",""
"D000140","Timothy Davis","D000140","403274","2415","Timothy Davis (Iowa politician)","Q1242725","kg:/m/02rl0wy","Timothy","Davis","1794-03-29","M","12006","","","","","","","","","","","","","","","","",""
"D000141","Timothy Davis","D000141","403273","2416","Timothy Davis (Massachusetts politician)","Q1602135","kg:/m/02rl0wl","Timothy","Davis","1821-04-12","M","12007","","","","","","","","","","","","","","","","",""
"D000174","Sidney Dean","D000174","403336","2447","Sidney Dean","Q2281900","kg:/m/02q1hp9","Sidney","Dean","1818-11-16","M","12049","","","","","","","","","","","","","","","","",""
"D000290","William Dewart","D000290","403415","2539","William Lewis Dewart","Q8014546","kg:/m/026dm_f","William","Dewart","1821-06-21","M","12185","Lewis","","","","","","","","","","","","","","","",""
"D000389","Edward Dodd","D000389","403504","2635","Edward Dodd","Q3021449","kg:/m/02rkn__","Edward","Dodd","1805-08-25","M","12313","","","","","","","","","","","","","","","","",""
"D000464","James Dowdell","D000464","403574","2698","James Ferguson Dowdell","Q1680378","kg:/m/02rk1vr","James","Dowdell","1818-11-26","M","12413","Ferguson","","","","","","","","","","","","","","","",""
"D000569","Nathaniel Durfee","D000569","403672","2789","Nathan B. Durfee","Q1525999","kg:/m/02rldwh","Nathaniel","Durfee","1812-09-29","M","12534","Briggs","","","","","","","","","","","","","","","",""
"E000049","John Edie","E000049","403744","2849","John Rufus Edie","Q6255915","kg:/m/026dnvl","John","Edie","1814-01-14","M","12659","Rufus","","","","","","","","","","","","","","","",""
"E000125","John Elliott","E000125","403816","2914","John Milton Elliott","Q1701110","kg:/m/07t4w0","John","Elliott","1820-05-20","M","12748","Milton","","","","","","","","","","","","","","","",""
"E000228","George Eustis","E000228","403913","2999","George Eustis Jr.","Q1507318","kg:/m/0dd4bq","George","Eustis","1828-09-28","M","12884","","","","Jr.","","","","","","","","","","","","",""
"F000080","Fenner Ferguson","F000080","404038","","Fenner Ferguson","Q1404772","kg:/m/02z38p4","Fenner","Ferguson","1814-04-25","M","13068","","","","","","","","","","","","","","","","",""
"F000158","Graham Fitch","F000158","404113","3177","Graham N. Fitch","Q1541943","kg:/m/0cypvy","Graham","Fitch","1809-12-05","M","13169","Newell","","","","","","","","","","","","","","","",""
"F000236","James Foley","F000236","404191","3248","James Bradford Foley","Q1679980","kg:/m/02rkgc6","James","Foley","1807-10-18","M","13270","Bradford","","","","","","","","","","","","","","","",""
"G000167","Joshua Giddings","G000167","404534","3567","Joshua Reed Giddings","Q119323","kg:/m/08b6k5","Joshua","Giddings","1795-10-06","M","13776","Reed","","","","","","","","","","","","","","","",""
"G000209","James Gillis","G000209","404573","3606","James Lisle Gillis","Q6138098","kg:/m/026dnbs","James","Gillis","1792-10-02","M","13829","Lisle","","","","","","","","","","","","","","","",""
"G000213","Charles Gilman","G000213","404575","3608","Charles J. Gilman","Q1064991","kg:/m/02ry1p9","Charles","Gilman","1824-02-26","M","13835","Jervis","","","","","","","","","","","","","","","",""
"G000300","Henry Goodwin","G000300","404659","3685","Henry C. Goodwin","Q5719008","kg:/m/02rkqcj","Henry","Goodwin","1824-06-25","M","13944","Charles","","","","","","","","","","","","","","","",""
"G000373","Amos Granger","G000373","404725","3747","Amos P. Granger","Q474292","kg:/m/02rkm5x","Amos","Granger","1789-06-03","M","14034","Phelps","","","","","","","","","","","","","","","",""
"G000414","James Green","G000414","404762","3780","James S. Green","Q1681068","kg:/m/0cz6bq","James","Green","1817-02-28","M","14091","Stephen","","","","","","","","","","","","","","","",""
"G000436","Alfred Greenwood","G000436","404784","3800","Alfred B. Greenwood","Q2644672","kg:/m/02pxh9b","Alfred","Greenwood","1811-07-11","M","14117","Burton","","","","","","","","","","","","","","","",""
"G000444","James Gregg","G000444","404791","3807","James M. Gregg","Q1680738","kg:/m/02rkgfm","James","Gregg","1806-06-26","M","14127","Madison","","","","","","","","","","","","","","","",""
"G000490","William Groesbeck","G000490","404835","3848","William S. Groesbeck","Q1650370","kg:/m/02rm3tk","William","Groesbeck","1815-07-24","M","14180","Slocum","","","","","","","","","","","","","","","",""
"G000540","William Gwin","G000540","404883","3887","William M. Gwin","Q5868980","kg:/m/03kwx6","William","Gwin","1805-10-09","M","14242","McKendree","","","","","","","","","","","","","","","",""
"H000059","Lawrence Hall","H000059","404944","3945","Lawrence W. Hall","Q6504699","kg:/m/02rm29s","Lawrence","Hall","","M","14360","Washington","","","","","","","","","","","","","","","",""
"H000068","Robert Hall","H000068","404952","3953","Robert Bernard Hall","Q1258294","kg:/m/0270nzd","Robert","Hall","1812-01-28","M","14372","Bernard","","","","","","","","","","","","","","","",""
"H000128","James Hammond","H000128","405010","4007","James Henry Hammond","Q731148","kg:/m/09mx5h","James","Hammond","1807-11-15","M","14444","Henry","","","","","","","","","","","","","","","",""
"H000207","Aaron Harlan","H000207","405086","4073","Aaron Harlan","Q4662074","kg:/m/02rlzl2","Aaron","Harlan","1802-09-08","M","14543","","","","","","","","","","","","","","","","",""
"H000255","Thomas Harris","H000255","405132","4116","Thomas L. Harris","Q2781217","kg:/m/02rkd2b","Thomas","Harris","1816-10-29","M","14600","Langrell","","","","","","","","","","","","","","","",""
"H000336","Israel Hatch","H000336","405206","4186","Israel T. Hatch","Q6087250","kg:/m/02rkq_h","Israel","Hatch","1808-06-30","M","14696","Thompson","","","","","","","","","","","","","","","",""
"H000481","James Henderson","H000481","405344","4308","James Pinckney Henderson","Q881060","kg:/m/02pv3w","James","Henderson","1808-03-31","M","","Pinckney","","","","","","","","","","","","","","","",""
